,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:4660,chr5,144014598,144014898,301,*,1000,165,76.32616,64.12906,72.52834,4.16935
peak:4661,chr1,74036810,74037461,652,*,1000,383,83.97068,58.98888,79.86944,11.24113
peak:4662,chr4,156234562,156235136,575,*,1000,226,81.02436,65.64552,77.01734,8.58317
peak:4663,chr7,131542017,131543374,1358,*,1000,577,40.86102,38.65811,37.9388,5.43912
peak:4664,chr10,86704836,86705739,904,*,1000,518,67.83681,50.05264,64.308,65.39683
peak:4665,chr1,36444864,36445322,459,*,1000,289,67.49223,55.97599,63.96826,15.32549
peak:4666,chr4,136134806,136135739,934,*,1000,584,67.49223,55.97599,63.96826,4.95367
peak:4667,chr9,57537266,57537935,670,*,1000,442,67.49223,55.97599,63.96826,3.8756
peak:4668,chr2,53191001,53192501,1501,*,1000,787,61.65134,61.5958,58.2932,9.32069
peak:4669,chr7,126649335,126649737,403,*,1000,242,58.77417,63.56868,55.49189,7.49283
peak:4670,chr9,72924843,72926192,1350,*,1000,645,58.77417,63.56868,55.49189,6.61759
peak:4671,chr10,22730619,22732087,1469,*,1000,415,79.42791,79.56503,75.51698,2.71365
peak:4672,chr12,3364999,3365561,563,*,1000,237,77.6059,91.34509,73.75523,43.19989
peak:4673,chr7,131371070,131371533,464,*,1000,241,88.75596,44.55663,84.39793,7.89047
peak:4674,chr10,127189799,127190136,338,*,1000,169,87.19814,45.90261,82.91378,4.95367
peak:4675,chr4,46138309,46139138,830,*,1000,422,77.08882,64.15462,73.24647,3.19711
peak:4676,chr6,124662438,124663517,1080,*,1000,623,85.646,47.25753,81.4335,18.40115
peak:4677,chr3,37639715,37641169,1455,*,1000,764,63.53378,72.93222,60.13165,16.39248
peak:4678,chr3,63928990,63929501,512,*,1000,289,77.97306,47.14502,74.08454,20.47726
peak:4679,chr7,80197998,80199238,1241,*,1000,554,77.97306,54.16015,74.08454,29.09882
peak:4680,chr9,109094808,109096043,1236,*,1000,675,77.97306,54.16015,74.08454,5.77031
peak:4681,chr3,61002254,61003519,1266,*,1000,1003,42.18587,38.65811,39.24029,52.71193
peak:4682,chrX,105120251,105121747,1497,*,1000,559,42.18587,12.62705,39.24029,9.32069
peak:4683,chr13,96542297,96543487,1191,*,1000,718,68.96981,54.48209,65.39683,17.47617
peak:4684,chr18,80200269,80200820,552,*,1000,302,68.96981,54.48209,65.39683,14.27658
peak:4685,chr9,108648672,108649601,930,*,1000,471,68.96981,54.48209,65.39683,27.87908
peak:4686,chr11,49711892,49712978,1087,*,1000,689,73.4425,58.39847,69.7199,18.57489
peak:4687,chr10,115362067,115362585,519,*,1000,315,87.34703,63.5158,83.05598,4.16935
peak:4688,chr6,13838605,13839106,502,*,1000,152,67.49223,57.47937,63.96826,7.60343
peak:4689,chr6,54429333,54430219,887,*,1000,250,60.20905,62.03422,56.88778,6.61759
peak:4690,chr9,50775290,50775915,626,*,1000,154,60.20905,62.03422,56.88778,7.49283
peak:4691,chr2,129198182,129199408,1227,*,1000,637,77.01882,66.89021,73.18198,27.87908
peak:4692,chr14,58071976,58072433,458,*,1000,289,64.55768,67.07549,61.12064,72.36829
peak:4693,chr8,125569393,125570527,1135,*,1000,409,58.81837,69.78202,55.53229,4.16935
peak:4694,chr9,71485370,71485974,605,*,1000,426,81.93012,57.71291,77.90417,40.61648
peak:4695,chr9,123478427,123479209,783,*,1000,274,58.77417,72.99839,55.49189,10.26936
peak:4696,chr5,36581454,36582590,1137,*,1000,274,78.91527,48.59417,75.01075,24.29132
peak:4697,chr13,108316120,108316832,713,*,1000,296,71.36906,52.99679,67.73605,31.57105
peak:4698,chr6,32587121,32588593,1473,*,1000,960,51.71566,69.78202,48.59208,4.8258
peak:4699,chr6,83711055,83712305,1251,*,1000,622,51.71566,22.94496,48.59208,4.1065
peak:4700,chrX,101849331,101850564,1234,*,1000,355,51.71566,69.78202,48.59208,9.32069
peak:4701,chr17,35089105,35089774,670,*,1000,288,79.49567,45.70541,75.54902,5.77031
peak:4702,chr6,136808154,136808919,766,*,1000,233,18.94643,45.70541,16.39248,7.49283
peak:4703,chr8,105758268,105758827,560,*,1000,211,79.49567,45.70541,75.54902,35.36277
peak:4704,chr9,7836845,7837550,706,*,1000,287,70.01711,64.15462,66.43142,11.24113
peak:4705,chr15,102692878,102693283,406,*,1000,186,70.88178,77.68845,67.25861,9.32069
peak:4706,chr11,101069855,101070668,814,*,1000,352,74.94638,52.08605,71.17066,4.95367
peak:4707,chr9,107563205,107563609,405,*,1000,162,62.75999,68.21762,59.39279,10.26936
peak:4708,chr5,110269468,110270022,555,*,1000,280,74.98825,76.78059,71.21079,10.26936
peak:4709,chr11,77983498,77984722,1225,*,1000,973,70.45412,52.99679,66.83325,74.82559
peak:4710,chr16,93883517,93884391,875,*,1000,422,70.45412,52.99679,66.83325,5.77031
peak:4711,chr5,34761452,34762361,910,*,1000,653,70.45412,52.99679,66.83325,2.20334
peak:4712,chr1,40266461,40266906,446,*,1000,216,60.90898,74.51778,57.58188,34.08881
peak:4713,chr16,16302868,16303623,756,*,1000,216,74.20921,57.4783,70.477,43.44001
peak:4714,chr2,25271897,25273053,1157,*,1000,543,74.20921,57.4783,70.477,11.24113
peak:4715,chr10,93310960,93311353,394,*,1000,204,64.32362,65.11083,60.91262,18.57489
peak:4716,chr2,30124016,30124830,815,*,1000,424,72.91267,68.0668,69.22681,11.24113
peak:4717,chr8,83740950,83741796,847,*,1000,265,82.91734,66.73702,78.83392,47.23287
peak:4718,chr10,77902092,77902704,613,*,1000,309,61.65134,60.50757,58.2932,15.32549
peak:4719,chr11,102026437,102027368,932,*,1000,524,61.65134,60.50757,58.2932,4.95367
peak:4720,chr13,69739035,69740140,1106,*,1000,883,61.65134,60.50757,58.2932,6.61759
peak:4721,chr19,24555504,24556580,1077,*,1000,544,61.65134,60.50757,58.2932,3.4222
peak:4722,chr2,136678627,136679130,504,*,1000,210,61.65134,60.50757,58.2932,4.16935
peak:4723,chr4,100095674,100096522,849,*,1000,613,61.65134,60.50757,58.2932,10.26936
peak:4724,chr6,88627267,88627800,534,*,1000,371,61.65134,60.50757,58.2932,41.53561
peak:4725,chr5,32863478,32864059,582,*,1000,171,75.64607,73.80037,71.85835,51.33245
peak:4726,chr9,123529619,123530220,602,*,1000,272,71.6308,64.15462,67.99195,2.04987
peak:4727,chr16,38549869,38550352,484,*,1000,255,60.18838,65.11083,56.88778,5.77031
peak:4728,chr7,97788242,97789332,1091,*,1000,176,77.97306,49.22334,74.08454,11.24113
peak:4729,chr6,48437971,48439318,1348,*,1000,368,44.86394,18.17179,41.87118,4.16935
peak:4730,chr7,35584441,35585745,1305,*,1000,556,44.86394,19.33931,41.87118,7.22272
peak:4731,chr2,163339072,163340035,964,*,1000,618,44.86394,76.11019,41.87118,11.24113
peak:4732,chr2,69205784,69206196,413,*,1000,250,71.94505,51.52024,68.27406,30.33007
peak:4733,chr5,65435346,65436494,1149,*,1000,452,71.94505,51.52024,68.27406,13.24495
peak:4734,chr12,87299262,87300486,1225,*,1000,807,69.93488,60.50757,66.35092,8.39444
peak:4735,chr6,65042582,65043188,607,*,1000,341,68.85756,80.88232,65.31415,4.95367
peak:4736,chr15,39112269,39113196,928,*,1000,263,80.08116,91.19441,76.1231,70.15554
peak:4737,chr7,18957442,18958864,1423,*,1000,735,60.18438,68.21762,56.88565,77.18163
peak:4738,chr7,24533250,24534535,1286,*,1000,908,36.9458,38.65811,34.08881,9.32069
peak:4739,chr2,65047012,65047258,247,*,1000,122,63.10092,58.98888,59.70399,10.26936
peak:4740,chr3,89319567,89319929,363,*,1000,159,63.10092,58.98888,59.70399,5.77031
peak:4741,chr4,141599118,141600211,1094,*,1000,729,63.10092,58.98888,59.70399,26.67152
peak:4742,chr8,116993047,116993697,651,*,1000,337,63.10092,58.98888,59.70399,36.6454
peak:4743,chr11,72489427,72490305,879,*,1000,638,58.30988,76.11019,55.0519,56.31431
peak:4744,chr11,70654946,70655534,589,*,1000,155,68.85756,79.0242,65.31415,7.49283
peak:4745,chr8,84413989,84414957,969,*,1000,590,77.92258,50.05264,74.06924,12.21334
peak:4746,chr1,161153239,161153553,315,*,1000,150,54.51533,66.66051,51.33245,51.33245
peak:4747,chr15,79042626,79043471,846,*,1000,298,54.51533,66.66051,51.33245,52.88814
peak:4748,chr4,141368006,141368793,788,*,1000,305,54.51533,66.66051,51.33245,8.39444
peak:4749,chr10,52022308,52022782,475,*,1000,289,82.55902,42.85563,78.48618,4.95367
peak:4750,chr7,46033578,46034131,554,*,1000,206,81.02436,64.31189,77.01734,8.39444
peak:4751,chr1,50926825,50928157,1333,*,1000,708,46.21676,29.26243,43.19989,10.12092
peak:4752,chr11,86357233,86357798,566,*,1000,187,73.4425,50.05264,69.7199,9.32069
peak:4753,chr15,75731475,75732422,948,*,1000,407,73.4425,50.05264,69.7199,5.77031
peak:4754,chr11,20331893,20332795,903,*,1000,418,67.28968,6.9404,63.79293,16.39248
peak:4755,chr14,54863779,54864450,672,*,1000,256,56.10762,71.35359,52.88814,7.49283
peak:4756,chr6,83775418,83775984,567,*,1000,395,56.10762,71.35359,52.88814,6.61759
peak:4757,chr8,71507448,71508199,752,*,1000,346,56.10762,71.35359,52.88814,72.77064
peak:4758,chr11,98682516,98683123,608,*,1000,197,74.5567,52.99679,70.81617,11.24113
peak:4759,chr5,115235120,115235977,858,*,1000,443,74.43809,51.52024,70.6988,4.95367
peak:4760,chr15,68258272,68259241,970,*,1000,289,54.6682,16.51439,51.48325,12.23227
peak:4761,chr1,92831226,92832572,1347,*,1000,416,98.25254,79.53495,93.40169,14.132
peak:4762,chr7,108934432,108934813,382,*,1000,152,64.55768,57.4783,61.12064,4.55578
peak:4763,chr9,60712867,60713601,735,*,1000,183,64.55768,57.4783,61.12064,61.12064
peak:4764,chr1,119053305,119054444,1140,*,1000,157,64.55768,7.67018,61.12064,26.67152
peak:4765,chr10,81292812,81293523,712,*,1000,308,87.22835,79.04144,82.94393,75.54902
peak:4766,chr9,44798971,44799925,955,*,1000,713,58.77417,63.12205,55.49189,36.29428
peak:4767,chr1,165634017,165634900,884,*,1000,353,62.37903,82.54607,59.01441,52.10793
peak:4768,chr5,30113924,30115056,1133,*,1000,520,55.92718,65.11083,52.71193,28.56238
peak:4769,chr10,62486298,62486948,651,*,1000,325,71.57853,71.47722,67.94125,4.95367
peak:4770,chr13,54693427,54694508,1082,*,1000,626,67.18096,82.94717,63.68616,4.16935
peak:4771,chr11,100969007,100969711,705,*,1000,433,75.85357,48.59417,72.06317,4.95367
peak:4772,chr2,51146869,51148312,1444,*,1000,974,79.49567,34.13484,75.54902,9.32069
peak:4773,chr13,12565482,12566350,869,*,1000,615,74.94638,48.59417,71.17066,3.66017
peak:4774,chr15,78410013,78410765,753,*,1000,316,74.94638,48.59417,71.17066,17.47617
peak:4775,chr7,29155461,29156271,811,*,1000,295,74.94638,48.59417,71.17066,7.49283
peak:4776,chrX,134058989,134059689,701,*,1000,238,53.44847,84.17112,50.29031,4.95367
peak:4777,chr11,52004166,52004570,405,*,1000,204,75.64607,64.15462,71.85835,35.36277
peak:4778,chr10,128695747,128696366,620,*,1000,236,97.86644,40.04667,93.07024,99.42876
peak:4779,chr12,56532952,56533959,1008,*,1000,608,39.54591,27.97052,36.6454,5.77031
peak:4780,chr10,42018003,42018611,609,*,1000,406,66.02148,55.97599,62.54149,7.49283
peak:4781,chr11,87595269,87595998,730,*,1000,497,66.02148,55.97599,62.54149,30.33007
peak:4782,chr4,120148625,120149110,486,*,1000,181,66.02148,55.97599,62.54149,17.47617
peak:4783,chr9,67632519,67633636,1118,*,1000,336,66.02148,55.97599,62.54149,76.88345
peak:4784,chr11,77215885,77216783,899,*,1000,179,72.91267,65.11083,69.22681,6.61759
peak:4785,chr17,35879714,35880187,474,*,1000,208,56.02656,80.92736,52.81006,6.61759
peak:4786,chr4,134534381,134535547,1167,*,1000,777,77.08882,54.48209,73.24647,11.24113
peak:4787,chr2,152105341,152106096,756,*,1000,224,66.18354,69.78202,62.69963,11.24113
peak:4788,chr17,50189690,50190806,1117,*,1000,681,57.34684,45.70541,54.09892,8.39444
peak:4789,chr7,45052030,45053611,1582,*,1000,1212,88.75596,43.21977,84.39793,4.16935
peak:4790,chr14,61556287,61557457,1171,*,1000,399,69.76428,77.70932,66.18653,82.91378
peak:4791,chr15,102376756,102377223,468,*,1000,158,75.62961,74.49544,71.84947,23.12058
peak:4792,chr17,25950913,25952359,1447,*,1000,942,48.94904,51.52024,45.88079,7.49283
peak:4793,chr1,134556239,134557183,945,*,1000,211,76.4566,47.14502,72.62501,66.83325
peak:4794,chr11,50210199,50210995,797,*,1000,379,76.4566,47.14502,72.62501,19.68948
peak:4795,chr14,20694867,20695992,1126,*,1000,200,76.4566,47.14502,72.62501,20.81931
peak:4796,chr2,25224171,25224563,393,*,1000,199,76.4566,47.14502,72.62501,2.67884
peak:4797,chr3,87617125,87617808,684,*,1000,473,81.45174,75.14853,77.43271,74.08454
peak:4798,chr5,66620168,66620597,430,*,1000,225,75.85357,55.56516,72.06317,4.95367
peak:4799,chr5,118154867,118155510,644,*,1000,410,63.43932,71.15822,60.03994,3.4222
peak:4800,chr14,20388482,20389171,690,*,1000,305,72.8575,51.13928,69.17429,54.20749
peak:4801,chr1,135918537,135919491,955,*,1000,628,67.49223,54.48209,63.96826,11.24113
peak:4802,chr11,69920451,69921613,1163,*,1000,538,67.49223,54.48209,63.96826,7.49283
peak:4803,chr11,112784466,112785499,1034,*,1000,555,67.49223,54.48209,63.96826,29.09882
peak:4804,chr18,12235968,12236759,792,*,1000,236,67.49223,54.48209,63.96826,5.71322
peak:4805,chr6,87913755,87914787,1033,*,1000,379,88.75596,5.89558,84.39793,23.12058
peak:4806,chr17,28621336,28622752,1417,*,1000,1188,68.46497,85.14716,64.93145,5.72992
peak:4807,chr8,121950312,121951283,972,*,1000,348,67.49223,62.7047,63.96826,10.26936
peak:4808,chr9,65460809,65461447,639,*,1000,227,90.32689,58.47434,85.88361,5.77031
peak:4809,chr3,10012206,10013480,1275,*,1000,199,72.91267,5.89558,69.22681,21.96294
peak:4810,chr11,51289697,51290606,910,*,1000,425,58.77417,62.03422,55.49189,10.26936
peak:4811,chr11,100396906,100397995,1090,*,1000,726,82.91734,51.60481,78.83392,6.61759
peak:4812,chr14,57103789,57105010,1222,*,1000,568,50.32814,50.05264,47.23287,5.77031
peak:4813,chr11,118476778,118477313,536,*,1000,315,71.80514,55.97599,68.16524,19.21208
peak:4814,chr8,79294501,79295465,965,*,1000,383,100.59898,97.52972,95.64636,5.77031
peak:4815,chr19,6969543,6970079,537,*,1000,271,71.35353,76.6682,67.72212,4.95367
peak:4816,chr1,161034323,161035078,756,*,1000,307,92.66328,57.12127,88.12583,78.48618
peak:4817,chr5,92137626,92138547,922,*,1000,427,76.4566,61.20152,72.62501,8.39444
peak:4818,chr12,55836296,55837052,757,*,1000,492,68.96981,52.99679,65.39683,52.79659
peak:4819,chr19,24861409,24861951,543,*,1000,375,68.96981,52.99679,65.39683,5.77031
peak:4820,chr8,41133117,41134337,1221,*,1000,662,68.96981,52.99679,65.39683,4.80098
peak:4821,chrX,74023102,74024053,952,*,1000,715,68.52247,60.50757,64.98427,6.61759
peak:4822,chr17,27511906,27514291,2386,*,1000,1076,60.20905,60.50757,56.88778,10.26936
peak:4823,chr9,42471892,42472364,473,*,1000,209,60.20905,60.50757,56.88778,5.77031
peak:4824,chrX,159532433,159533394,962,*,1000,540,60.20905,60.50757,56.88778,88.86071
peak:4825,chr6,122811201,122811569,369,*,1000,157,81.22543,62.67959,77.2133,40.55143
peak:4826,chr1,180568675,180569496,822,*,1000,543,68.9304,58.56688,65.38563,7.49283
peak:4827,chr12,8313158,8313889,732,*,1000,303,74.27581,63.56868,70.54057,26.67152
peak:4828,chr17,24669592,24670254,663,*,1000,173,80.7094,83.93838,76.74126,3.4222
peak:4829,chr7,16047298,16048153,856,*,1000,719,51.71566,48.59417,48.59208,62.54149
peak:4830,chr3,28263068,28263738,671,*,1000,364,79.49567,44.27554,75.54902,9.32069
peak:4831,chr18,49832571,49833255,685,*,1000,198,76.4566,68.33115,72.62501,27.87908
peak:4832,chr8,84840191,84840769,579,*,1000,300,85.27009,69.42719,81.10542,5.77031
peak:4833,chr12,8921625,8922537,913,*,1000,507,64.2143,31.8858,60.80703,13.24495
peak:4834,chr14,54605870,54606357,488,*,1000,159,57.11792,65.11083,53.8914,94.5102
peak:4835,chr9,101034363,101034966,604,*,1000,365,70.45412,51.52024,66.83325,5.77031
peak:4836,chrX,12088125,12089185,1061,*,1000,510,70.45412,51.52024,66.83325,11.24113
peak:4837,chr15,99092836,99094174,1339,*,1000,967,65.85575,40.04667,62.40284,12.23227
peak:4838,chr2,165326051,165326745,695,*,1000,349,65.85575,58.98888,62.40284,4.95367
peak:4839,chr4,130275019,130275690,672,*,1000,211,82.55902,54.43676,78.48618,62.69963
peak:4840,chr3,32529476,32529862,387,*,1000,155,81.02758,52.99679,77.0197,29.09882
peak:4841,chr4,43578324,43579215,892,*,1000,448,71.01394,88.24344,67.38997,7.49283
peak:4842,chr1,156558390,156559504,1115,*,1000,498,64.32362,63.56868,60.91262,4.95367
peak:4843,chr11,80428465,80429411,947,*,1000,535,68.56373,66.89021,65.02382,4.1065
peak:4844,chr12,83486264,83487629,1366,*,1000,969,61.65134,58.98888,58.2932,29.09882
peak:4845,chr2,52675568,52676646,1079,*,1000,747,61.65134,58.98888,58.2932,24.29132
peak:4846,chr11,3912495,3914036,1542,*,1000,1292,79.23682,43.89148,75.32714,4.95367
peak:4847,chr2,181598721,181599388,668,*,1000,423,53.11144,66.66051,49.95972,14.27658
peak:4848,chr2,32757168,32757732,565,*,1000,203,65.48154,59.3903,62.03578,65.39683
peak:4849,chr11,115162955,115164255,1301,*,1000,473,81.02436,42.85563,77.01734,10.26936
peak:4850,chr8,84810869,84811273,405,*,1000,253,70.093,106.53673,66.50697,88.05145
peak:4851,chr11,80779287,80780287,1001,*,1000,806,67.2808,103.46002,63.78492,11.24113
peak:4852,chr15,89075347,89076842,1496,*,1000,700,86.22202,106.70189,82.00076,4.95367
peak:4853,chr8,26015082,26015772,691,*,1000,344,71.01394,76.11019,67.38997,23.12058
peak:4854,chr16,17891037,17892023,987,*,1000,422,71.94505,50.05264,68.27406,10.26936
peak:4855,chr6,117168264,117169539,1276,*,1000,419,71.94505,50.05264,68.27406,7.49283
peak:4856,chr9,22307171,22307755,585,*,1000,369,71.94505,50.05264,68.27406,10.26936
peak:4857,chr4,133672192,133673057,866,*,1000,421,71.36906,75.14853,67.73605,75.54902
peak:4858,chr8,83876069,83876601,533,*,1000,321,74.87965,54.48209,71.13625,6.61759
peak:4859,chr9,44733646,44734639,994,*,1000,744,68.46497,72.93222,64.93145,12.23227
peak:4860,chr8,125012654,125013470,817,*,1000,526,76.16386,68.1372,72.36829,4.95367
peak:4861,chr1,134361544,134362182,639,*,1000,256,71.94505,54.01475,68.27406,59.70399
peak:4862,chr8,71480520,71481749,1230,*,1000,619,36.9458,18.17179,34.08881,3.4222
peak:4863,chr2,39004795,39005475,681,*,1000,219,63.10092,57.4783,59.70399,6.61759
peak:4864,chr7,137437489,137438268,780,*,1000,296,63.10092,57.4783,59.70399,12.67451
peak:4865,chr8,25601446,25602822,1377,*,1000,965,63.10092,57.4783,59.70399,20.81931
peak:4866,chr7,126199668,126200669,1002,*,1000,694,58.30988,74.51778,55.0519,6.61759
peak:4867,chr12,84698443,84699111,669,*,1000,297,42.8046,90.73288,39.85577,82.94393
peak:4868,chr10,52396344,52396655,312,*,1000,160,60.20905,61.97102,56.88778,7.49283
peak:4869,chr5,130029173,130029598,426,*,1000,276,78.91527,49.22334,75.01075,3.8756
peak:4870,chr7,29171103,29173104,2002,*,1000,1010,46.21676,35.91419,43.19989,8.39444
peak:4871,chr15,36282341,36283565,1225,*,1000,340,70.24083,97.68611,66.65111,10.21459
peak:4872,chr1,181150831,181151395,565,*,1000,312,73.4425,48.59417,69.7199,14.27658
peak:4873,chr11,52231736,52232567,832,*,1000,374,73.4425,48.59417,69.7199,9.32069
peak:4874,chr4,58943431,58943901,471,*,1000,255,73.4425,48.59417,69.7199,61.47924
peak:4875,chr5,105518873,105519959,1087,*,1000,495,71.04972,82.07387,67.42468,69.93099
peak:4876,chr5,115565043,115565683,641,*,1000,320,46.23886,99.06743,43.22185,23.12058
peak:4877,chr19,46003323,46004154,832,*,1000,486,74.5567,51.52024,70.81617,29.09882
peak:4878,chr13,54948624,54950024,1401,*,1000,772,38.24075,38.65811,35.36277,9.32069
peak:4879,chr11,59208216,59209201,986,*,1000,428,64.55768,55.97599,61.12064,54.20824
peak:4880,chr3,53041228,53041995,768,*,1000,347,64.55768,55.97599,61.12064,81.4335
peak:4881,chr4,135175325,135175940,616,*,1000,249,64.55768,55.97599,61.12064,5.72992
peak:4882,chr3,98382034,98382760,727,*,1000,563,62.21821,51.52024,58.85444,40.55143
peak:4883,chr1,14309700,14310174,475,*,1000,183,75.85357,47.14502,72.06317,24.29132
peak:4884,chr12,108333481,108334895,1415,*,1000,867,74.27581,82.47314,70.54057,14.64755
peak:4885,chr16,91010634,91011655,1022,*,1000,542,61.55734,65.11083,58.22245,9.32069
peak:4886,chr5,111330429,111331184,756,*,1000,240,83.97068,73.80037,79.86944,8.39444
peak:4887,chr7,97737735,97738458,724,*,1000,450,81.02436,48.62121,77.01734,12.23227
peak:4888,chr8,105348731,105349795,1065,*,1000,394,74.94638,54.16015,71.17066,8.39444
peak:4889,chr10,85916413,85917149,737,*,1000,452,86.84421,66.00947,82.60707,55.49189
peak:4890,chr18,38296505,38297154,650,*,1000,415,74.96759,68.21762,71.19067,7.49283
peak:4891,chr6,100704637,100705301,665,*,1000,372,76.4566,59.83446,72.62501,78.48618
peak:4892,chr7,133776392,133777056,665,*,1000,308,83.44633,55.77537,79.35823,3.68149
peak:4893,chr4,149675783,149676256,474,*,1000,279,57.34684,62.03422,54.09892,8.39444
peak:4894,chr7,24481575,24482538,964,*,1000,494,57.34684,62.03422,54.09892,5.77031
peak:4895,chr8,57651623,57653043,1421,*,1000,638,77.01882,70.02369,73.18198,6.61759
peak:4896,chr17,10840215,10840872,658,*,1000,277,61.55734,66.76987,58.22245,7.49283
peak:4897,chr10,62920477,62921222,746,*,1000,305,65.50043,75.22796,62.05449,11.24113
peak:4898,chr11,77348081,77348683,603,*,1000,166,57.45941,68.21762,54.20749,3.4222
peak:4899,chr17,43016469,43017226,758,*,1000,422,76.4566,45.70541,72.62501,5.77031
