"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"4568","chr6",134926760,134927750,991,"*",1000,39.77568,"Distal Intergenic",6,134929092,134956798,27707,1,"381822","ENSMUST00000183867","6",-1342,"ENSMUSG00000098318","Lockd","peak:4568"
"4569","chr15",97766536,97768538,2003,"*",1000,39.77567,"Promoter",15,97744770,97767846,23077,2,"223864","ENSMUST00000126854","8",0,"ENSMUSG00000022469","Rapgef3","peak:4569"
"4570","chr12",69681286,69682412,1127,"*",1000,39.76619,"Promoter",12,69583766,69681852,98087,2,"20663","ENSMUST00000035773","13",0,"ENSMUSG00000034801","Sos2","peak:4570"
"4571","chr14",32462834,32465393,2560,"*",1000,39.75879,"Promoter",14,32462438,32464850,2413,2,"20508","ENSMUST00000191501","1",0,"ENSMUSG00000100241","Slc18a3","peak:4571"
"4572","chr14",122464067,122465313,1247,"*",1000,39.75645,"Promoter",14,122456795,122465677,8883,2,"65100","ENSMUST00000039118","6",364,"ENSMUSG00000041703","Zic5","peak:4572"
"4573","chr2",32259672,32260233,562,"*",1000,39.75645,"Promoter",2,32255002,32260159,5158,2,"22245","ENSMUST00000002625","14",0,"ENSMUSG00000002550","Uck1","peak:4573"
"4574","chr11",103809434,103810665,1232,"*",1000,39.75022,"Intron (ENSMUST00000000127.5/22415, intron 2 of 4)",11,103822934,103824100,1167,2,"18195","ENSMUST00000040443","10",13435,"ENSMUSG00000034187","Nsf","peak:4574"
"4575","chr2",172999870,173000733,864,"*",1000,39.74486,"Promoter",2,173000117,173015739,15623,1,"66679","ENSMUST00000029013","9",0,"ENSMUSG00000027509","Rae1","peak:4575"
"4576","chr16",5013184,5013631,448,"*",1000,39.74472,"Promoter",16,5008730,5013517,4788,2,"66049","ENSMUST00000202281","3",0,"ENSMUSG00000022540","Rogdi","peak:4576"
"4577","chr12",76709384,76710980,1597,"*",1000,39.73769,"Promoter",12,76580488,76710547,130060,2,"20741","ENSMUST00000021458","12",0,"ENSMUSG00000021061","Sptb","peak:4577"
"4578","chr12",54795126,54795939,814,"*",1000,39.73403,"Promoter",12,54746349,54795703,49355,2,"72183","ENSMUST00000005798","8",0,"ENSMUSG00000005656","Snx6","peak:4578"
"4579","chr1",33757368,33757990,623,"*",1000,39.73146,"Promoter",1,33745484,33757795,12312,2,"213539","ENSMUST00000044691","8",0,"ENSMUSG00000042215","Bag2","peak:4579"
"4580","chr1",97976805,97977253,449,"*",1000,39.73133,"Promoter",1,97933471,97977068,43598,2,"18484","ENSMUST00000159428","7",0,"ENSMUSG00000026335","Pam","peak:4580"
"4581","chr3",35753807,35754729,923,"*",1000,39.73133,"Promoter",3,35754134,35829688,75555,1,"76295","ENSMUST00000200445","4",0,"ENSMUSG00000037400","Atp11b","peak:4581"
"4582","chr15",3582957,3583539,583,"*",1000,39.73036,"Promoter",15,3317760,3583230,265471,2,"14600","ENSMUST00000069451","10",0,"ENSMUSG00000055737","Ghr","peak:4582"
"4583","chr6",49319147,49319683,537,"*",1000,39.72412,"Promoter",6,49319274,49341582,22309,1,"57895","ENSMUST00000055559","7",0,"ENSMUSG00000050786","Ccdc126","peak:4583"
"4584","chr16",18347890,18348996,1107,"*",1000,39.71567,"Promoter",16,18348182,18407076,58895,1,"11877","ENSMUST00000115614","8",0,"ENSMUSG00000000325","Arvcf","peak:4584"
"4585","chr3",127789584,127790225,642,"*",1000,39.71567,"Promoter",3,127789805,127798389,8585,1,"211550","ENSMUST00000054483","13",0,"ENSMUSG00000046688","Tifa","peak:4585"
"4586","chr17",48408946,48410190,1245,"*",1000,39.71322,"Promoter",17,48410014,48417254,7241,1,"106821","ENSMUST00000167180","7",0,"ENSMUSG00000040771","Oard1","peak:4586"
"4587","chr15",103537010,103538246,1237,"*",1000,39.71203,"Promoter",15,103530279,103538003,7725,2,"58200","ENSMUST00000023133","7",0,"ENSMUSG00000022490","Ppp1r1a","peak:4587"
"4588","chr9",75441250,75441990,741,"*",1000,39.71181,"Promoter",9,75441524,75466432,24909,1,"235497","ENSMUST00000213767","1",0,"ENSMUSG00000042487","Leo1","peak:4588"
"4589","chr8",70315654,70316622,969,"*",1000,39.7036,"Promoter",8,70315775,70331592,15818,1,"14559","ENSMUST00000165819","8",0,"ENSMUSG00000087408","Cers1","peak:4589"
"4590","chr5",31251326,31252228,903,"*",1000,39.69644,"Promoter",5,31251691,31253197,1507,1,"69815","ENSMUST00000201333","3",0,"ENSMUSG00000029149","Krtcap3","peak:4590"
"4591","chr7",132812899,132814127,1229,"*",1000,39.69644,"Promoter",7,132712082,132813528,101447,2,"77938","ENSMUST00000097999","8",0,"ENSMUSG00000030956","Fam53b","peak:4591"
"4592","chr9",48480094,48480724,631,"*",1000,39.69644,"Promoter",9,48468512,48480611,12100,2,"104444","ENSMUST00000034524","4",0,"ENSMUSG00000032026","Rexo2","peak:4592"
"4593","chr2",25546487,25547126,640,"*",1000,39.69438,"Promoter",2,25517982,25546940,28959,2,"22030","ENSMUST00000028311","12",0,"ENSMUSG00000026942","Traf2","peak:4593"
"4594","chr1",84284292,84284875,584,"*",1000,39.69273,"Promoter",1,84036296,84284645,248350,2,"98496","ENSMUST00000168574","8",0,"ENSMUSG00000045658","Pid1","peak:4594"
"4595","chr5",64092763,64093549,787,"*",1000,39.66226,"Promoter",5,64092950,64128351,35402,1,"66681","ENSMUST00000087324","6",0,"ENSMUSG00000029171","Pgm2","peak:4595"
"4596","chr8",84976094,84976859,766,"*",1000,39.65808,"Exon (ENSMUST00000209372.1/ENSMUST00000209372.1, exon 1 of 2)",8,84976910,84978718,1809,2,"16477","ENSMUST00000064922","6",1859,"ENSMUSG00000052837","Junb","peak:4596"
"4597","chr8",88627038,88628008,971,"*",1000,39.65566,"3' UTR",8,88626563,88636128,9566,2,"71607","ENSMUST00000034087","8",8120,"ENSMUSG00000031662","Snx20","peak:4597"
"4598","chr14",61360111,61360559,449,"*",1000,39.65291,"Promoter",14,61331742,61360439,28698,2,"68177","ENSMUST00000022494","9",0,"ENSMUSG00000021928","Ebpl","peak:4598"
"4599","chr17",56079505,56080063,559,"*",1000,39.64359,"Promoter",17,56079634,56100592,20959,1,"15193","ENSMUST00000226053","1",0,"ENSMUSG00000002833","Hdgfl2","peak:4599"
"4600","chr10",71284594,71285531,938,"*",1000,39.63717,"Promoter",10,71254980,71285262,30283,2,"216080","ENSMUST00000020085","6",0,"ENSMUSG00000019927","Ube2d1","peak:4600"
"4601","chr10",117629142,117629904,763,"*",1000,39.63643,"Promoter",10,117629500,117635373,5874,1,"70574","ENSMUST00000138020","7",0,"ENSMUSG00000020183","Cpm","peak:4601"
"4602","chr14",104467243,104468338,1096,"*",1000,39.63643,"Promoter",14,104461676,104467999,6324,2,"18996","ENSMUST00000053016","9",0,"ENSMUSG00000048349","Pou4f1","peak:4602"
"4603","chr16",78301361,78302289,929,"*",1000,39.63643,"Promoter",16,78301489,78329152,27664,1,"13052","ENSMUST00000232148","1",0,"ENSMUSG00000022865","Cxadr","peak:4603"
"4604","chr4",106827728,106828248,521,"*",1000,39.63643,"Distal Intergenic",4,106747235,106804998,57764,2,"329910","ENSMUST00000065253","12",-22730,"ENSMUSG00000034853","Acot11","peak:4604"
"4605","chr4",114405882,114407053,1172,"*",1000,39.63643,"Promoter",4,114406724,114615098,208375,1,"666048","ENSMUST00000094894","3",0,"ENSMUSG00000070867","Trabd2b","peak:4605"
"4606","chr11",32642518,32643486,969,"*",1000,39.63415,"Promoter",11,32642724,32746569,103846,1,"103583","ENSMUST00000109366","7",0,"ENSMUSG00000020271","Fbxw11","peak:4606"
"4607","chr1",135765738,135766816,1079,"*",1000,39.62782,"Promoter",1,135766119,135769136,3018,1,"27280","ENSMUST00000038945","5",0,"ENSMUSG00000041801","Phlda3","peak:4607"
"4608","chr4",70410063,70410571,509,"*",1000,39.61488,"Promoter",4,70216856,70410443,193588,2,"214444","ENSMUST00000144099","7",0,"ENSMUSG00000039298","Cdk5rap2","peak:4608"
"4609","chr4",42999603,43000244,642,"*",1000,39.60923,"Promoter",4,42993712,43000433,6722,2,"269523","ENSMUST00000148182","1",189,"ENSMUSG00000028452","Vcp","peak:4609"
"4610","chr12",72760530,72762006,1477,"*",1000,39.60775,"Promoter",12,72760741,72783784,23044,1,"19042","ENSMUST00000222790","1",0,"ENSMUSG00000021096","Ppm1a","peak:4610"
"4611","chr10",128565235,128566541,1307,"*",1000,39.60663,"Promoter",10,128557766,128565934,8169,2,"18813","ENSMUST00000026425","12",0,"ENSMUSG00000025364","Pa2g4","peak:4611"
"4612","chr2",70661390,70662016,627,"*",1000,39.59718,"Promoter",2,70661576,70691725,30150,1,"70231","ENSMUST00000112201","7",0,"ENSMUSG00000014959","Gorasp2","peak:4612"
"4613","chr4",122960690,122961377,688,"*",1000,39.59565,"Promoter",4,122946850,122961152,14303,2,"76574","ENSMUST00000152308","7",0,"ENSMUSG00000028655","Mfsd2a","peak:4613"
"4614","chr17",56626412,56627448,1037,"*",1000,39.5863,"Promoter",17,56614297,56626875,12579,2,"74142","ENSMUST00000233732","1",0,"ENSMUSG00000041168","Lonp1","peak:4614"
"4615","chr10",62230481,62231502,1022,"*",1000,39.58093,"Promoter",10,62185396,62231251,45856,2,"70423","ENSMUST00000047883","10",0,"ENSMUSG00000037031","Tspan15","peak:4615"
"4616","chr17",87107083,87108411,1329,"*",1000,39.5797,"Promoter",17,87107679,87137839,30161,1,"56468","ENSMUST00000041369","7",0,"ENSMUSG00000037104","Socs5","peak:4616"
"4617","chr10",82860262,82860748,487,"*",1000,39.57643,"Promoter",10,82860301,82897710,37410,1,"50493","ENSMUST00000219442","1",0,"ENSMUSG00000020250","Txnrd1","peak:4617"
"4618","chr11",108425166,108425783,618,"*",1000,39.57643,"Promoter",11,108425192,108860615,435424,1,"76380","ENSMUST00000150863","8",0,"ENSMUSG00000020728","Cep112","peak:4618"
"4619","chr4",86874053,86874772,720,"*",1000,39.57643,"Promoter",4,86874396,86920875,46480,1,"230379","ENSMUST00000045224","13",0,"ENSMUSG00000038007","Acer2","peak:4619"
"4620","chr14",63122299,63123043,745,"*",1000,39.56667,"Promoter",14,63122462,63145923,23462,1,"13030","ENSMUST00000006235","8",0,"ENSMUSG00000021939","Ctsb","peak:4620"
"4621","chr11",117848842,117849642,801,"*",1000,39.56636,"Promoter",11,117849251,117855732,6482,1,"11799","ENSMUST00000081387","10",0,"ENSMUSG00000017716","Birc5","peak:4621"
"4622","chr15",98004376,98005001,626,"*",1000,39.56636,"Promoter",15,97975602,98004657,29056,2,"12824","ENSMUST00000088355","11",0,"ENSMUSG00000022483","Col2a1","peak:4622"
"4623","chr18",12305375,12305910,536,"*",1000,39.56636,"Promoter",18,12252362,12305797,53436,2,"225187","ENSMUST00000118525","8",0,"ENSMUSG00000057766","Ankrd29","peak:4623"
"4624","chr2",91963131,91964086,956,"*",1000,39.5657,"Promoter",2,91932826,91963657,30832,2,"104418","ENSMUST00000028667","9",0,"ENSMUSG00000040479","Dgkz","peak:4624"
"4625","chr1",134415250,134416020,771,"*",1000,39.5636,"Promoter",1,134415378,134433351,17974,1,"72674","ENSMUST00000027727","14",0,"ENSMUSG00000026457","Adipor1","peak:4625"
"4626","chr17",34671023,34672883,1861,"*",1000,39.5572,"Promoter",17,34670535,34719815,49281,1,"81877","ENSMUST00000238305","1",488,"ENSMUSG00000033327","Tnxb","peak:4626"
"4627","chr3",106482376,106482986,611,"*",1000,39.5518,"Promoter",3,106482405,106488587,6183,1,"72121","ENSMUST00000139062","7",0,"ENSMUSG00000027901","Dennd2d","peak:4627"
"4628","chr5",33935787,33936411,625,"*",1000,39.54056,"Promoter",5,33919125,33936250,17126,2,"24116","ENSMUST00000132942","1",0,"ENSMUSG00000029111","Nelfa","peak:4628"
"4629","chr9",63377567,63377981,415,"*",1000,39.53838,"Promoter",9,63163768,63377902,214135,2,"23938","ENSMUST00000034920","10",0,"ENSMUSG00000058444","Map2k5","peak:4629"
"4630","chr3",66220632,66221147,516,"*",1000,39.53809,"Promoter",3,66219910,66225805,5896,1,"19288","ENSMUST00000029421","5",722,"ENSMUSG00000027832","Ptx3","peak:4630"
"4631","chr1",143776632,143777716,1085,"*",1000,39.53564,"Promoter",1,143750790,143777068,26279,2,"20822","ENSMUST00000159879","1",0,"ENSMUSG00000018199","Ro60","peak:4631"
"4632","chr2",33886942,33887906,965,"*",1000,39.53477,"Promoter",2,33873614,33887482,13869,2,"72543","ENSMUST00000146892","1",0,"ENSMUSG00000038740","Mvb12b","peak:4632"
"4633","chr4",135855643,135856800,1158,"*",1000,39.52889,"Promoter",4,135855747,135865815,10069,1,"14105","ENSMUST00000097844","8",0,"ENSMUSG00000028676","Srsf10","peak:4633"
"4634","chr17",26972796,26973477,682,"*",1000,39.51874,"Promoter",17,26973167,26976203,3037,1,"474156","ENSMUST00000120016","2",0,"ENSMUSG00000079605","Zbtb9","peak:4634"
"4635","chr10",85386646,85388648,2003,"*",1000,39.51642,"Promoter",10,85386814,85660292,273479,1,"74007","ENSMUST00000105307","7",0,"ENSMUSG00000020042","Btbd11","peak:4635"
"4636","chr11",60220288,60220804,517,"*",1000,39.51642,"Promoter",11,60199089,60220604,21516,2,"20787","ENSMUST00000020846","7",0,"ENSMUSG00000020538","Srebf1","peak:4636"
"4637","chr16",5203292,5204117,826,"*",1000,39.51642,"Promoter",16,5195289,5204002,8714,2,"27426","ENSMUST00000147567","1",0,"ENSMUSG00000023143","Nagpa","peak:4637"
"4638","chr17",45733823,45734226,404,"*",1000,39.51642,"Promoter",17,45732864,45733844,981,2,"72240","ENSMUST00000178179","1",0,"ENSMUSG00000094690","1600014C23Rik","peak:4638"
"4639","chr3",9003999,9004779,781,"*",1000,39.51642,"Promoter",3,8925593,9004723,79131,2,"21985","ENSMUST00000120143","7",0,"ENSMUSG00000027506","Tpd52","peak:4639"
"4640","chr5",138263394,138264067,674,"*",1000,39.51642,"Promoter",5,138259656,138263994,4339,2,"231807","ENSMUST00000048421","13",0,"ENSMUSG00000036948","Map11","peak:4640"
"4641","chr10",127090983,127092262,1280,"*",1000,39.5138,"3' UTR",10,127078907,127093169,14263,1,"216439","ENSMUST00000217941","1",12076,"ENSMUSG00000025422","Agap2","peak:4641"
"4642","chr9",59750717,59751563,847,"*",1000,39.5138,"Promoter",9,59750896,59928866,177971,1,"270163","ENSMUST00000128341","1",0,"ENSMUSG00000039585","Myo9a","peak:4642"
"4643","chr8",84011118,84012023,906,"*",1000,39.5101,"Promoter",8,84011515,84011633,119,2,"100316677","ENSMUST00000117015","1",0,"ENSMUSG00000080665","Mir1199","peak:4643"
"4644","chr6",30401837,30402268,432,"*",1000,39.50992,"Promoter",6,30401868,30453288,51421,1,"76788","ENSMUST00000068240","12",0,"ENSMUSG00000029775","Klhdc10","peak:4644"
"4645","chr14",60378101,60379293,1193,"*",1000,39.49953,"Promoter",14,60378286,60381003,2718,1,"72125","ENSMUST00000239079","1",0,"ENSMUSG00000021986","Amer2","peak:4645"
"4646","chr13",83730595,83731554,960,"*",1000,39.49719,"Intron (ENSMUST00000131907.8/320203, intron 1 of 3)",13,83732566,83735521,2956,1,"320203","ENSMUST00000182701","1",-1012,"ENSMUSG00000050334","C130071C03Rik","peak:4646"
"4647","chr2",155133395,155134198,804,"*",1000,39.49719,"Promoter",2,155133509,155139289,5781,1,"16396","ENSMUST00000126648","7",0,"ENSMUSG00000027598","Itch","peak:4647"
"4648","chr7",25077165,25077713,549,"*",1000,39.49719,"Promoter",7,25077205,25083492,6288,1,"232976","ENSMUST00000179556","1",0,"ENSMUSG00000045252","Zfp574","peak:4648"
"4649","chr9",119578253,119579374,1122,"*",1000,39.49719,"Promoter",9,119483410,119579016,95607,2,"20271","ENSMUST00000117911","7",0,"ENSMUSG00000032511","Scn5a","peak:4649"
"4650","chr10",79777028,79777556,529,"*",1000,39.48986,"Promoter",10,79777272,79782630,5359,1,"83554","ENSMUST00000020575","4",0,"ENSMUSG00000020325","Fstl3","peak:4650"
"4651","chr13",74061929,74062463,535,"*",1000,39.48986,"Promoter",13,74036500,74062241,25742,2,"74470","ENSMUST00000222609","1",0,"ENSMUSG00000021572","Cep72","peak:4651"
"4652","chr5",33722907,33724246,1340,"*",1000,39.48986,"Promoter",5,33723772,33729850,6079,1,"14184","ENSMUST00000155002","2",0,"ENSMUSG00000054252","Fgfr3","peak:4652"
"4653","chr6",86194999,86195954,956,"*",1000,39.48986,"Promoter",6,86195223,86275719,80497,1,"21802","ENSMUST00000032066","12",0,"ENSMUSG00000029999","Tgfa","peak:4653"
"4654","chr17",26946514,26946990,477,"*",1000,39.48468,"Exon (ENSMUST00000194598.5/240057, exon 3 of 19)",17,26948056,26948119,64,2,"100526534","ENSMUST00000175377","1",1129,"ENSMUSG00000093118","Mir3083","peak:4654"
"4655","chr10",33950913,33951212,300,"*",1000,39.47799,"Promoter",10,33919150,33951195,32046,2,"72580","ENSMUST00000218880","1",0,"ENSMUSG00000039531","Zup1","peak:4655"
"4656","chr13",76383882,76385328,1447,"*",1000,39.47797,"Promoter",13,76384535,77031810,647276,1,"78771","ENSMUST00000125209","7",0,"ENSMUSG00000021596","Mctp1","peak:4656"
"4657","chr4",152338304,152339617,1314,"*",1000,39.47797,"Promoter",4,152338651,152390194,51544,1,"269610","ENSMUST00000030775","11",0,"ENSMUSG00000005045","Chd5","peak:4657"
"4658","chr1",75360064,75361070,1007,"*",1000,39.47563,"Promoter",1,75360329,75368579,8251,1,"13346","ENSMUST00000027409","9",0,"ENSMUSG00000026208","Des","peak:4658"
"4659","chr8",72723187,72723693,507,"*",1000,39.46277,"Promoter",8,72723285,72739906,16622,1,"20467","ENSMUST00000109950","4",0,"ENSMUSG00000031622","Sin3b","peak:4659"
"4660","chr5",144014597,144014898,302,"*",1000,39.46209,"Promoter",5,143987909,144014853,26945,2,"231874","ENSMUST00000031621","10",0,"ENSMUSG00000029617","Ccz1","peak:4660"
"4661","chr1",74036809,74037461,653,"*",1000,39.46125,"Promoter",1,73993163,74037133,43971,2,"21961","ENSMUST00000187281","6",0,"ENSMUSG00000055322","Tns1","peak:4661"
"4662","chr4",156234561,156235136,576,"*",1000,39.46094,"Promoter",4,156229044,156234857,5814,2,"231003","ENSMUST00000105569","3",0,"ENSMUSG00000078485","Plekhn1","peak:4662"
"4663","chr7",131542016,131543374,1359,"*",1000,39.45874,"Promoter",7,131542867,131544925,2059,1,"15373","ENSMUST00000046093","5",0,"ENSMUSG00000040148","Hmx3","peak:4663"
"4664","chr10",86704835,86705739,905,"*",1000,39.45839,"Promoter",10,86690840,86705509,14670,2,"22027","ENSMUST00000020238","13",0,"ENSMUSG00000020048","Hsp90b1","peak:4664"
"4665","chr1",36444863,36445322,460,"*",1000,39.45641,"Promoter",1,36422065,36445271,23207,2,"214895","ENSMUST00000125304","7",0,"ENSMUSG00000001143","Lman2l","peak:4665"
"4666","chr4",136134805,136135739,935,"*",1000,39.45641,"Distal Intergenic",4,136143497,136145392,1896,1,"15903","ENSMUST00000008016","2",-7758,"ENSMUSG00000007872","Id3","peak:4666"
"4667","chr9",57537265,57537935,671,"*",1000,39.45641,"Promoter",9,57537528,57543182,5655,1,"78323","ENSMUST00000093833","5",0,"ENSMUSG00000032305","Fam219b","peak:4667"
"4668","chr2",53191000,53192501,1502,"*",1000,39.45212,"Promoter",2,53134704,53191225,56522,2,"56194","ENSMUST00000076313","12",0,"ENSMUSG00000061136","Prpf40a","peak:4668"
"4669","chr7",126649334,126649737,404,"*",1000,39.43719,"Promoter",7,126649347,126671881,22535,1,"75565","ENSMUST00000152231","7",0,"ENSMUSG00000030714","Sgf29","peak:4669"
"4670","chr9",72924842,72926192,1351,"*",1000,39.43719,"Promoter",9,72925645,72952181,26537,1,"72135","ENSMUST00000038489","5",0,"ENSMUSG00000034910","Pygo1","peak:4670"
"4671","chr10",22730618,22732087,1470,"*",1000,39.43663,"Promoter",10,22703879,22731447,27569,2,"237336","ENSMUST00000127698","7",0,"ENSMUSG00000071359","Tbpl1","peak:4671"
"4672","chr12",3364998,3365561,564,"*",1000,39.43385,"Promoter",12,3365132,3404064,38933,1,"16570","ENSMUST00000220210","1",0,"ENSMUSG00000020668","Kif3c","peak:4672"
"4673","chr7",131371069,131371533,465,"*",1000,39.42812,"Promoter",7,131371141,131387839,16699,1,"214580","ENSMUST00000075610","12",0,"ENSMUSG00000063179","Pstk","peak:4673"
"4674","chr10",127189798,127190136,339,"*",1000,39.4247,"Promoter",10,127182525,127190036,7512,2,"52666","ENSMUST00000219649","1",0,"ENSMUSG00000019467","Arhgef25","peak:4674"
"4675","chr4",46138308,46139138,831,"*",1000,39.42418,"Promoter",4,46114746,46138475,23730,2,"272027","ENSMUST00000107772","7",0,"ENSMUSG00000035495","Tstd2","peak:4675"
"4676","chr6",124662437,124663517,1081,"*",1000,39.42128,"Promoter",6,124663027,124704370,41344,1,"14792","ENSMUST00000135516","7",0,"ENSMUSG00000004270","Lpcat3","peak:4676"
"4677","chr3",37639714,37641169,1456,"*",1000,39.41757,"Promoter",3,37639947,37644598,4652,1,"24063","ENSMUST00000108109","7",0,"ENSMUSG00000037211","Spry1","peak:4677"
"4678","chr3",63928989,63929501,513,"*",1000,39.41563,"Promoter",3,63914684,63929472,14789,2,"329659","ENSMUST00000061706","6",0,"ENSMUSG00000048581","E130311K13Rik","peak:4678"
"4679","chr7",80197997,80199238,1242,"*",1000,39.40421,"Promoter",7,80198441,80226411,27971,1,"20352","ENSMUST00000205822","1",0,"ENSMUSG00000030539","Sema4b","peak:4679"
"4680","chr9",109094807,109096043,1237,"*",1000,39.40421,"Promoter",9,109095389,109119917,24529,1,"235611","ENSMUST00000072093","12",0,"ENSMUSG00000053646","Plxnb1","peak:4680"
"4681","chr3",61002253,61003519,1267,"*",1000,39.39874,"Promoter",3,61002795,61008979,6185,1,"18441","ENSMUST00000029331","6",0,"ENSMUSG00000027765","P2ry1","peak:4681"
"4682","chrX",105120250,105121747,1498,"*",1000,39.39874,"Promoter",20,105120378,105123927,3550,1,"107528","ENSMUST00000033578","6",0,"ENSMUSG00000031227","Magee1","peak:4682"
"4683","chr13",96542296,96543487,1192,"*",1000,39.39641,"Promoter",13,96480690,96542485,61796,2,"27015","ENSMUST00000022172","11",0,"ENSMUSG00000021668","Polk","peak:4683"
